Goods code;Add code;Order No.;Origin;Measure type;Excluded country code;Origin code;Meas. type code;Excluded country
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7220900000;;098622;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7220900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Egypt;5005;696;EG
7220900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Brazil;5005;696;BR
7220900000;;;Countries subject to safeguard measures;Additional duties (safeguard);United Arab Emirates;5005;696;AE
7220900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Moldova, Republic of;5005;696;MD
7220900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Tunisia;5005;696;TN
7220900000;;;Countries subject to safeguard measures;Additional duties (safeguard);North Macedonia;5005;696;MK
7220900000;;;Countries subject to safeguard measures;Additional duties (safeguard);Indonesia;5005;696;ID
7220900000;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7220902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220902000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220902010;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220902010;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220902010;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220902010;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220902010;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220902010;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220902010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220902020;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220902020;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220902020;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220902020;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220902020;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
7220908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Indonesia;1011;566;ID
7220908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;India;1011;566;IN
7220908000;;;ERGA OMNES;Anti-dumping/countervailing statistic;Taiwan;1011;566;TW
7220908010;;;ERGA OMNES;Definitive anti-dumping duty;Taiwan;1011;552;TW
7220908010;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7220908010;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220908010;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220908010;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220908010;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220908010;;;ERGA OMNES;Definitive anti-dumping duty;Viet Nam;1011;552;VN
7220908020;;;ERGA OMNES;Definitive countervailing duty;Türkiye;1011;554;TR
7220908020;;;ERGA OMNES;Definitive countervailing duty;Taiwan;1011;554;TW
7220908020;;;ERGA OMNES;Definitive countervailing duty;India;1011;554;IN
7220908020;;;ERGA OMNES;Definitive countervailing duty;Indonesia;1011;554;ID
7220908020;;;ERGA OMNES;Definitive countervailing duty;Viet Nam;1011;554;VN
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;China;5005;122;CN
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;United Kingdom;5005;122;GB
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Japan;5005;122;JP
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7221000000;;098631;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Japan;5005;122;JP
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Korea, Republic of (South Korea);5005;122;KR
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;United Kingdom;5005;122;GB
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7221000000;;098632;Countries subject to safeguard measures;Non preferential tariff quota;China;5005;122;CN
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Viet Nam;5005;696;VN
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);South Africa;5005;696;ZA
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);United Arab Emirates;5005;696;AE
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Moldova, Republic of;5005;696;MD
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Tunisia;5005;696;TN
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Indonesia;5005;696;ID
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);North Macedonia;5005;696;MK
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Brazil;5005;696;BR
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Türkiye;5005;696;TR
7221000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Egypt;5005;696;EG
7221000000;;;All third countries;Carbon Border Adjustment Mechanism;Iceland;1008;775;IS
7221000000;;;All third countries;Carbon Border Adjustment Mechanism;Norway;1008;775;NO
7221000000;;;All third countries;Carbon Border Adjustment Mechanism;Liechtenstein;1008;775;LI
7221000000;;;All third countries;Carbon Border Adjustment Mechanism;Melilla;1008;775;XL
7221000000;;;All third countries;Carbon Border Adjustment Mechanism;Ceuta;1008;775;XC
7221000000;;;All third countries;Carbon Border Adjustment Mechanism;Switzerland;1008;775;CH
7221000000;;;All third countries;Import control;Russian Federation;1008;763;RU
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;China;5005;122;CN
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;United Kingdom;5005;122;GB
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7222000000;;098629;Countries subject to safeguard measures;Non preferential tariff quota;Switzerland;5005;122;CH
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Viet Nam;5005;122;VN
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;United Kingdom;5005;122;GB
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;United Arab Emirates;5005;122;AE
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Moldova, Republic of;5005;122;MD
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Tunisia;5005;122;TN
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Indonesia;5005;122;ID
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;North Macedonia;5005;122;MK
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;India;5005;122;IN
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Egypt;5005;122;EG
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;United States;5005;122;US
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Taiwan;5005;122;TW
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Türkiye;5005;122;TR
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Brazil;5005;122;BR
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;South Africa;5005;122;ZA
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;Switzerland;5005;122;CH
7222000000;;098630;Countries subject to safeguard measures;Non preferential tariff quota;China;5005;122;CN
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);United Arab Emirates;5005;696;AE
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Viet Nam;5005;696;VN
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);South Africa;5005;696;ZA
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Brazil;5005;696;BR
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Türkiye;5005;696;TR
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Egypt;5005;696;EG
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);North Macedonia;5005;696;MK
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Indonesia;5005;696;ID
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Tunisia;5005;696;TN
7222000000;;;Countries subject to safeguard measures;Additional duties (safeguard);Moldova, Republic of;5005;696;MD
7222000000;;;All third countries;Carbon Border Adjustment Mechanism;Norway;1008;775;NO
7222000000;;;All third countries;Carbon Border Adjustment Mechanism;Switzerland;1008;775;CH
7222000000;;;All third countries;Carbon Border Adjustment Mechanism;Ceuta;1008;775;XC
7222000000;;;All third countries;Carbon Border Adjustment Mechanism;Melilla;1008;775;XL
7222000000;;;All third countries;Carbon Border Adjustment Mechanism;Liechtenstein;1008;775;LI
7222000000;;;All third countries;Carbon Border Adjustment Mechanism;Iceland;1008;775;IS
7222000000;;;All third countries;Import control;Russian Federation;1008;763;RU
7222111100;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222111900;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222118100;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222118900;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222191000;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222199000;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222201100;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222201900;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222202100;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
7222202900;;;ERGA OMNES;Import control;Iran, Islamic Republic of;1011;714;IR
